run_id,lane,strategy,leverage_multiplier,standard_or_stress,horizon,rolling_method,number_of_windows,possible_window_count,sampled_results_are_final,pct_target_300_hit,pct_target_300_before_stop,pct_target_400_hit,pct_target_400_before_stop,pct_any_project_stop_hit,pct_absolute_floor_stop_hit,pct_trailing_drawdown_stop_hit,median_final_equity,median_stop_enforced_final_equity,mean_stop_enforced_final_equity,median_max_drawdown,worst_max_drawdown,pct_positive_return,pct_loss,pct_below_2400,pct_above_3300,pct_above_3400,rolling_metric_quality,rolling_notes
20260531_151218,simulated_leverage_scenario,BTC_buy_hold,1.5,stress,180,deterministic_stratified_sample,250,2893,False,0.732,0.612,0.708,0.576,1.0,0.608,1.0,3346.67621684793,2816.9801473197595,3392.9822416471793,-1948.113344961173,-10706.911843794922,0.432,0.568,0.232,0.372,0.356,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,simulated_leverage_scenario,BTC_buy_hold,2.0,stress,180,deterministic_stratified_sample,250,2893,False,0.74,0.576,0.724,0.544,1.0,0.676,1.0,3134.503208760077,2791.9046818490397,3198.9378132637567,-2611.2680769816175,-26832.335197089582,0.376,0.624,0.288,0.284,0.28,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,crypto_spot_momentum,ETH_buy_hold,1.0,stress,180,deterministic_stratified_sample,250,2893,False,0.748,0.672,0.688,0.588,0.996,0.528,0.996,3337.2390538048057,3050.559958091175,3401.607448707828,-2001.491655520649,-10452.426470959299,0.52,0.48,0.164,0.464,0.44,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,simulated_leverage_scenario,ETH_buy_hold,1.5,stress,180,deterministic_stratified_sample,250,2893,False,0.772,0.608,0.736,0.572,1.0,0.652,1.0,3103.659179256857,2775.7373472265404,3165.630334271715,-2828.2229304793036,-31052.659638940328,0.42,0.58,0.288,0.352,0.34,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,simulated_leverage_scenario,ETH_buy_hold,2.0,stress,180,deterministic_stratified_sample,250,2893,False,0.788,0.588,0.748,0.54,1.0,0.724,1.0,2483.8730195097655,2680.948070030723,3120.7320736448687,-3557.916257583027,-71462.601238719,0.392,0.608,0.308,0.328,0.316,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,crypto_spot_momentum,crypto_buy_hold_equal_weight,1.0,stress,180,deterministic_stratified_sample,250,2893,False,0.732,0.648,0.648,0.536,0.992,0.528,0.992,3628.7597912159326,2854.424202882473,3332.8691172610347,-1477.0532321313078,-5370.505690056383,0.476,0.524,0.108,0.44,0.428,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,simulated_leverage_scenario,crypto_buy_hold_equal_weight,1.5,stress,180,deterministic_stratified_sample,250,2893,False,0.828,0.716,0.732,0.56,1.0,0.616,1.0,3581.6700396600672,2779.6522512562124,3324.8885820745054,-2338.38127960203,-13950.619555554535,0.384,0.616,0.112,0.348,0.248,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,simulated_leverage_scenario,crypto_buy_hold_equal_weight,2.0,stress,180,deterministic_stratified_sample,250,2893,False,0.872,0.744,0.824,0.592,1.0,0.676,1.0,3239.7798783258686,2697.2614799734815,3225.0292089007767,-2886.4871302410725,-29803.1486589836,0.404,0.596,0.18,0.328,0.324,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,crypto_spot_momentum,crypto_time_series_momentum,1.0,stress,180,deterministic_stratified_sample,250,2893,False,0.628,0.596,0.592,0.564,0.668,0.208,0.668,3025.0809470418817,3000.0,3284.3775892181493,-887.3533474273595,-6815.984903650929,0.432,0.344,0.064,0.384,0.34,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,simulated_leverage_scenario,crypto_time_series_momentum,1.5,stress,180,deterministic_stratified_sample,250,2893,False,0.652,0.604,0.628,0.572,0.736,0.312,0.736,3000.0,3047.340534367824,3369.865919460753,-1301.3292078579689,-18012.034029344664,0.512,0.264,0.096,0.36,0.352,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,simulated_leverage_scenario,crypto_time_series_momentum,2.0,stress,180,deterministic_stratified_sample,250,2893,False,0.66,0.564,0.644,0.552,0.748,0.372,0.748,3000.0,3000.0,3362.9454472003886,-1881.4844929467067,-38076.269563153895,0.436,0.34,0.156,0.28,0.272,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,crypto_spot_momentum,crypto_cross_sectional_momentum,1.0,stress,180,deterministic_stratified_sample,250,2893,False,0.636,0.568,0.604,0.5,0.756,0.256,0.756,3318.9281194546643,3000.0,3300.454264806676,-956.5447092579388,-8915.99870087452,0.48,0.48,0.1,0.444,0.308,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,simulated_leverage_scenario,crypto_cross_sectional_momentum,1.5,stress,180,deterministic_stratified_sample,250,2893,False,0.692,0.616,0.64,0.536,0.9,0.444,0.9,3133.179808411377,2821.976292029348,3412.4148604529605,-1526.8005369857283,-26702.903879294772,0.424,0.536,0.252,0.408,0.392,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,simulated_leverage_scenario,crypto_cross_sectional_momentum,2.0,stress,180,deterministic_stratified_sample,250,2893,False,0.696,0.572,0.676,0.528,0.92,0.58,0.92,3000.0,2805.0068626590614,3282.811830406166,-2044.8232784929594,-62399.81511295863,0.424,0.536,0.292,0.396,0.272,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,crypto_spot_momentum,crypto_dual_momentum_cash_filter,1.0,stress,180,deterministic_stratified_sample,250,2893,False,0.628,0.564,0.6,0.524,0.688,0.204,0.688,3223.949640908266,3000.0,3331.8495510602597,-942.839395620462,-8915.99870087452,0.392,0.384,0.048,0.344,0.34,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,simulated_leverage_scenario,crypto_dual_momentum_cash_filter,1.5,stress,180,deterministic_stratified_sample,250,2893,False,0.672,0.624,0.636,0.572,0.744,0.284,0.744,3118.1472061878394,3000.0,3436.6617222210216,-1499.4352505485795,-26702.903879294772,0.488,0.288,0.112,0.34,0.324,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
20260531_151218,simulated_leverage_scenario,crypto_dual_momentum_cash_filter,2.0,stress,180,deterministic_stratified_sample,250,2893,False,0.68,0.58,0.656,0.524,0.752,0.396,0.752,3000.0,3000.0,3466.484152348833,-2044.8232784929594,-62399.81511295863,0.444,0.332,0.148,0.296,0.292,exact_simulated_curve,Computed from crypto exploratory simulated equity windows; Tier 1 non-final.
