variant_name,slippage_label,horizon_trading_days,start_date,end_date,final_equity,total_return,max_equity,min_equity,max_drawdown_dollars,max_drawdown_pct,target_300_hit,target_300_before_any_stop,target_300_first_date,target_300_trading_days,target_400_hit,target_400_before_any_stop,target_400_first_date,target_400_trading_days,absolute_floor_stop_hit,trailing_drawdown_stop_hit,any_project_stop_hit,first_project_stop_date,first_project_stop_type,number_of_trades,number_of_skipped_signals,strategies_killed,best_strategy_by_pnl,worst_strategy_by_pnl,ending_open_positions_count,possible_window_count,window_sampling_method
evidence_dual_momentum_taa,standard,180,2008-01-03,2008-09-18,2912.718000620477,-0.029093999793174286,3002.826369495474,2810.2987459738133,-192.52762352166064,-0.064115469837841,False,False,,,False,False,,,False,False,False,,,16,0,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-01-16,2008-10-01,2856.198268947592,-0.04793391035080263,3002.826369495474,2810.2987459738133,-192.52762352166064,-0.064115469837841,False,False,,,False,False,,,False,False,False,,,17,1,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-01-22,2008-10-06,2876.301498319447,-0.04123283389351762,3002.826369495474,2810.2987459738133,-192.52762352166064,-0.064115469837841,False,False,,,False,False,,,False,False,False,,,17,1,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-01-30,2008-10-14,2827.0867022052944,-0.05763776593156855,3002.826369495474,2810.2987459738133,-192.52762352166064,-0.064115469837841,False,False,,,False,False,,,False,False,False,,,17,1,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-02-01,2008-10-16,2872.9997716044436,-0.04233340946518549,3051.5935245277888,2855.9391719485766,-195.65435257921217,-0.06411546983784089,False,False,,,False,False,,,False,False,False,,,15,1,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-02-07,2008-10-22,2872.9997716044436,-0.04233340946518549,3051.5935245277888,2855.9391719485766,-195.65435257921217,-0.06411546983784089,False,False,,,False,False,,,False,False,False,,,15,1,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-02-12,2008-10-27,2872.9997716044436,-0.04233340946518549,3051.5935245277888,2855.9391719485766,-195.65435257921217,-0.06411546983784089,False,False,,,False,False,,,False,False,False,,,15,1,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-02-26,2008-11-07,2884.7364841918743,-0.03842117193604189,3051.5935245277888,2855.9391719485766,-195.65435257921217,-0.06411546983784089,False,False,,,False,False,,,False,False,False,,,16,2,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-03-06,2008-11-18,2931.6949665404672,-0.022768344486510883,3069.493594854953,2872.6915708565834,-196.80202399836935,-0.06411546983784111,False,False,,,False,False,,,False,False,False,,,14,2,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-03-10,2008-11-20,2968.976711991426,-0.010341096002858041,3069.493594854953,2872.6915708565834,-196.80202399836935,-0.06411546983784111,False,False,,,False,False,,,False,False,False,,,14,2,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-03-13,2008-11-25,2967.0005997600947,-0.01099980007996848,3069.493594854953,2872.6915708565834,-196.80202399836935,-0.06411546983784111,False,False,,,False,False,,,False,False,False,,,14,2,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-03-19,2008-12-02,2998.727550670341,-0.0004241497765530289,3069.493594854953,2872.6915708565834,-196.80202399836935,-0.06411546983784111,False,False,,,False,False,,,False,False,False,,,15,3,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-03-24,2008-12-04,3008.1593510864113,0.0027197836954704346,3069.493594854953,2872.6915708565834,-196.80202399836935,-0.06411546983784111,False,False,,,False,False,,,False,False,False,,,15,3,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-04-01,2008-12-12,3037.164048041598,0.012388016013866077,3096.6313217497172,2898.0893496411595,-198.54197210855773,-0.064115469837841,False,False,,,False,False,,,False,False,False,,,13,3,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-04-03,2008-12-16,3059.366298977181,0.019788766325727014,3096.6313217497172,2898.0893496411595,-198.54197210855773,-0.064115469837841,False,False,,,False,False,,,False,False,False,,,13,3,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-04-08,2008-12-19,3072.1784544616166,0.02405948482053888,3096.6313217497172,2898.0893496411595,-198.54197210855773,-0.064115469837841,False,False,,,False,False,,,False,False,False,,,13,3,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
evidence_dual_momentum_taa,standard,180,2008-04-16,2008-12-30,3078.2717280440193,0.026090576014673017,3096.6313217497172,2898.0893496411595,-198.54197210855773,-0.064115469837841,False,False,,,False,False,,,False,False,False,,,13,3,,N1_dual_momentum_taa,N1_dual_momentum_taa,0,4451,deterministic_stratified_sample
