rank_overall,rank_profit_potential,rank_risk_control,rank_upside,experiment_id,display_name,evidence_tier,run_status,p_90d_target_300_before_stop,p_90d_target_400_before_stop,p_90d_target_600_before_stop,p_90d_target_900_before_stop,p_90d_target_1200_before_stop,p_90d_any_stop_hit,median_90d_stop_enforced_final_equity,p95_90d_stop_enforced_final_equity,worst_90d_max_drawdown,expected_profit_90d,p_180d_target_300_before_stop,p_180d_target_400_before_stop,p_180d_target_600_before_stop,p_180d_target_900_before_stop,p_180d_target_1200_before_stop,p_180d_any_stop_hit,median_180d_stop_enforced_final_equity,p95_180d_stop_enforced_final_equity,worst_180d_max_drawdown,expected_profit_180d,stress_degradation,run_validation_scope,selected_horizons,omitted_horizons,selected_horizons_completed,full_horizon_validation_completed,candidate_exhaustive_completed,reduced_validation,reduced_validation_reason,profit_score,risk_penalty,final_score,score_target_300_component,score_target_400_component,score_target_600_component,score_target_900_component,score_target_1200_component,score_median_equity_component,score_p95_equity_component,score_expected_profit_component,score_stop_penalty_component,score_drawdown_excess_penalty_component,score_stress_penalty_component,score_tier_penalty_component,profit_seeking_score,balanced_score,drawdown_control_score,rank_profit_seeking_score,rank_balanced_score,rank_drawdown_control_score,score_audit_notes,balanced_drawdown_aware_score_v2,rank_balanced_drawdown_aware_v2,risk_budget_used_90d,risk_budget_used_180d,target_score_component,upside_score_component,median_equity_score_component,tail_equity_score_component,stop_penalty_component,drawdown_budget_penalty_component,stress_penalty_component,evidence_quality_penalty_component,practical_verdict_v2,practical_score_notes,profit_verdict,ranking_notes,accounting_integrity_status,profit_results_usable,ranking_blocked_reason,canonical_rule_hash,duplicate_of,duplicate_status,qqq_selection_frequency,spy_selection_frequency,gld_selection_frequency,ief_selection_frequency,bil_allocation_frequency,max_single_asset_allocation,qqq_allocation_share,equity_asset_allocation_share,defensive_asset_allocation_share,concentration_warning,equity_beta_duplicate_warning,mtum_selection_frequency,vtv_selection_frequency,qual_selection_frequency,usmv_selection_frequency,mtum_allocation_share,vtv_allocation_share,qual_allocation_share,usmv_allocation_share,spy_allocation_share,bil_allocation_share,max_single_etf_allocation,equity_factor_allocation_share,cash_treasury_allocation_share,xlb_selection_frequency,xle_selection_frequency,xlf_selection_frequency,xli_selection_frequency,xlk_selection_frequency,xlp_selection_frequency,xlu_selection_frequency,xlv_selection_frequency,xly_selection_frequency,xlb_allocation_share,xle_allocation_share,xlf_allocation_share,xli_allocation_share,xlk_allocation_share,xlp_allocation_share,xlu_allocation_share,xlv_allocation_share,xly_allocation_share,equity_sector_allocation_share,max_single_sector_allocation,top_sector_dominance,sector_turnover,candidate_exhaustive_queue_rank,deserves_candidate_exhaustive,queue_reason
11,4,14,18,SPY_GLD_IEF_dual_momentum_v1,SPY GLD IEF Dual Momentum,tier2_credible_prototype,completed,0.475,0.275,0.0,0.0,0.0,0.175,3044.423325128223,3278.593172514395,-678.3449214264192,27.54394628596947,0.65,0.475,0.25,0.175,0.05,0.225,3193.3611482071956,3573.377802263259,-822.3270022139354,171.46636698889324,4.694672629672368,all_horizons,"30,60,90,180",,False,False,False,False,,115.63544479684826,89.04629630962052,26.589148487227746,57.0,44.0,0.0,0.0,0.0,2.6653995076933823,11.143726900575803,0.826318388579084,61.24999999999999,27.420722499246722,0.37557381037378945,0.0,167.1878704901571,-36.32908420643599,121.6292033290984,6,15,14,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,-130.44153896811864,15,1.130574869044032,1.3705450036898923,185.625,48.375,6.166728459026581,26.9520951059016,177.5,209.35616163859595,0.7042008944508552,10.0,too_risky,v2 classifies row as high risk because stop/drawdown behavior dominates upside,too_risky,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
12,5,15,20,GLD_SPY_rotation_v1,GLD SPY Rotation,tier2_credible_prototype,completed,0.5,0.175,0.0,0.0,0.0,0.175,3062.8200731683155,3242.243498413356,-678.3449214264192,16.581522656548714,0.65,0.35,0.25,0.175,0.05,0.225,3170.5886462813332,3573.377802263259,-822.3270022139354,160.5204764408095,4.694672629672368,all_horizons,"30,60,90,180",,False,False,False,False,,101.95639000632963,89.04629630962052,12.910093696709112,60.0,28.0,0.0,0.0,0.0,3.76920439009893,9.689739936534243,0.4974456796964614,61.24999999999999,27.420722499246722,0.37557381037378945,0.0,143.06152358755213,-64.61171130861334,114.5854457902407,8,16,15,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,-157.23118766859878,16,1.130574869044032,1.3705450036898923,160.125,48.375,6.149318352082796,25.679856512365234,177.5,209.35616163859595,0.7042008944508552,10.0,too_risky,v2 classifies row as high risk because stop/drawdown behavior dominates upside,too_risky,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
13,17,10,22,combo_SPY200d_GLD_BIL_60_30_10_v1,Combo SPY200d GLD BIL 60/30/10,tier2_credible_prototype,completed,0.1,0.0,0.0,0.0,0.0,0.0,3084.00360421757,3300.264790550519,-316.8115536642172,88.83845249781734,0.475,0.25,0.075,0.0,0.0,0.0,3164.314279499671,3552.7464914030475,-404.02163735560225,218.41842038197,277.743350800657,all_horizons,"30,60,90,180",,False,False,False,False,,31.715961450009473,22.219468064052563,9.49649338595691,12.0,0.0,0.0,0.0,0.0,5.0402162530541865,12.010591622020765,2.66515357493452,0.0,0.0,22.219468064052563,0.0,105.85066118539895,96.22975514938445,225.18842040490978,15,7,4,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,51.03652578747667,4,0.5280192561070286,0.6733693955926704,73.875,10.5,6.627965114018871,27.091662411359593,0.0,15.396599117803245,41.66150262009855,10.0,promotion_review_candidate,v2 positive-score challenger; requires full 30/60/90/180 validation before promotion review,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
14,18,8,19,multi_asset_top2_momentum_v1,Multi-Asset Top 2 Momentum,tier2_credible_prototype,completed,0.05,0.0,0.0,0.0,0.0,0.0,3065.5619898429986,3173.223474362965,-420.4439915702369,42.2373637885521,0.275,0.25,0.225,0.0,0.0,0.0,3136.0509222928868,3522.975016141392,-495.45503726331253,179.85429131402498,129.18030360965622,all_horizons,"30,60,90,180",,False,False,False,False,,18.129779278755084,10.334424288772498,7.795354989982586,6.0,0.0,0.0,0.0,0.0,3.9337193905799177,6.928938974518606,1.267120913656563,0.0,0.0,10.334424288772498,0.0,106.03659148601926,107.02158832739323,202.60743878465584,14,4,6,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,30.85468958027441,5,0.7007399859503949,0.8257583954388542,54.125,31.5,5.368132752612128,21.752072086945546,0.0,52.51346971783483,19.37704554144843,10.0,promotion_review_candidate,v2 positive-score challenger; requires full 30/60/90/180 validation before promotion review,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
15,19,2,7,BIL_cash_proxy,BIL Cash Proxy,benchmark,completed,0.0,0.0,0.0,0.0,0.0,0.0,3011.453615848295,3044.366763528651,-23.453516626707824,14.688634902643571,0.0,0.0,0.0,0.0,0.0,0.0,3025.6744541335083,3080.0733550846344,-23.453516626707824,31.19867496250299,1.936397592126923,all_horizons,"30,60,90,180",,False,False,False,False,,2.902546539123059,0.15491180737015384,2.7476347317529055,0.0,0.0,0.0,0.0,0.0,0.6872169508977094,1.7746705411460426,0.4406590470793071,0.0,0.0,0.15491180737015384,0.0,6.747940431228135,5.699328865589299,351.93018216941505,18,11,1,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,-5.349952433990657,8,0.03908919437784637,0.03908919437784637,0.0,0.0,0.9854698287865631,3.955037376041819,0.0,0.0,0.2904596388190384,10.0,benchmark_only,v2 classifies row as too slow or benchmark-only because target hurdle rates are low,benchmark_only,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
16,7,13,17,SPY_GLD_dual_momentum_v1,SPY GLD Dual Momentum,tier2_credible_prototype,completed,0.35,0.15,0.0,0.0,0.0,0.175,3013.250972906153,3242.243498413356,-678.3449214264192,-1.392881304615912,0.525,0.325,0.25,0.175,0.05,0.2,3085.857094931287,3573.377802263259,-822.3270022139354,148.92645263944087,4.694672629672368,all_horizons,"30,60,90,180",,False,False,False,False,,76.44301187176494,89.04629630962052,-12.603284437855578,42.0,24.0,0.0,0.0,0.0,0.7950583743691823,9.689739936534243,-0.04178643913847736,61.24999999999999,27.420722499246722,0.37557381037378945,0.0,116.67491785838149,-91.64831367528586,106.2424392741186,11,17,16,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,-180.7115494602148,17,1.130574869044032,1.3705450036898923,130.25,48.375,2.5439565604667678,25.679856512365234,167.5,209.35616163859595,0.7042008944508552,10.0,too_risky,v2 classifies row as high risk because stop/drawdown behavior dominates upside,too_risky,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
17,15,11,16,IEF_200d_trend_model_v1,IEF 200-Day Trend Model,tier2_credible_prototype,completed,0.15,0.125,0.0,0.0,0.0,0.0,3003.6615732855444,3275.84697158505,-207.24160214662288,33.2444462340809,0.225,0.175,0.0,0.0,0.0,0.0,2992.3766671169747,3295.4584976514566,-287.3471956849871,47.74453399230924,978.0884645795923,all_horizons,"30,60,90,180",,False,False,False,False,,50.250906647557095,78.24707716636738,-27.99617051881028,18.0,20.0,0.0,0.0,0.0,0.21969439713266184,11.033878863402006,0.9973333870224269,0.0,0.0,78.24707716636738,0.0,45.32848609135448,-25.646951102341703,177.2893668724015,17,13,9,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,-70.15060687542768,11,0.3454026702443715,0.47891199280831187,68.125,0.0,-0.08073612350930263,18.518398935020453,0.0,0.0,146.71326968693884,10.0,watchlist,v2 score penalizes drawdown budget usage before the -600 hard stop and preserves reduced-validation/non-final penalties,watchlist,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
18,10,17,10,GLD_200d_trend_model_v1,GLD 200-Day Trend Model,tier2_credible_prototype,completed,0.25,0.15,0.0,0.0,0.0,0.175,2999.6723219636615,3226.0844218206926,-743.2605182177258,-16.03583310101385,0.35,0.3,0.275,0.225,0.175,0.2,3068.4177709046407,3929.45852422818,-902.8530048823282,206.1268364682919,5.090032503574548,all_horizons,"30,60,90,180",,False,False,False,False,,62.54264119761697,111.79838397649,-49.25574277887303,30.0,24.0,0.0,0.0,0.0,-0.019660682180310685,9.043376872827704,-0.48107499303041545,61.24999999999999,50.14118137620403,0.4072026002859639,0.0,115.49833786369175,-139.746271173279,70.32701674147339,12,18,18,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,-214.00568310091612,18,1.2387675303628762,1.5047550081372136,104.75,60.125,1.7006139315258635,35.79671049056964,167.5,238.11450264747543,0.7635048755361822,10.0,too_risky,v2 classifies row as high risk because stop/drawdown behavior dominates upside,too_risky,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
19,6,19,2,SPY_buy_hold,SPY Buy And Hold,benchmark,completed,0.275,0.1,0.025,0.0,0.0,0.2,3133.002565870957,3495.721006540399,-1315.8647168692105,27.484980260026532,0.65,0.4,0.075,0.0,0.0,0.25,3270.190681331519,3544.3881448556667,-1453.5431889282313,117.72006658872397,0.0,all_horizons,"30,60,90,180",,False,False,False,False,,83.13354362167418,320.5526509042237,-237.41910728254953,33.0,16.0,5.5,0.0,0.0,7.980153952257415,19.82884026161595,0.8245494078007959,70.0,250.55265090422367,0.0,0.0,0.618656043822746,-514.4701987140057,-149.21572508451257,19,19,19,alternate score views include 90d and 180d metrics; original final_score penalizes drawdown only after the -600 risk budget is breached,-482.3973267763194,19,2.1931078614486843,2.422571981547052,134.375,14.25,10.744844009416683,33.68187957458396,200.0,465.44905036032003,0.0,10.0,too_risky,v2 classifies row as high risk because stop/drawdown behavior dominates upside,too_risky,"diagnostic score rewards target ladder and stop-enforced equity; penalizes stops, drawdown, stress degradation, and evidence tier",passed,True,,,,canonical_unique,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
20,20,23,8,A_ETF_sector_momentum,A ETF Sector Momentum,tier2_credible_prototype,incomplete_evidence,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,False,False,False,False,,0.0,1000.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,20,20,20,not scored because row was not completed with usable rolling metrics,-1000.0,20,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,incomplete_evidence,v2 not scored because row was not completed with usable rolling metrics,incomplete_evidence,not runnable or excluded; no performance metrics used,not_applicable,False,incomplete_evidence,,,not_applicable,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
21,21,24,9,current_no_cash_proxy_alpha_AB,Current No-Cash-Proxy Alpha A/B,tier3_candidate_validation_if_exhaustive,incomplete_evidence,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,False,False,False,False,,0.0,1000.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,21,21,21,not scored because row was not completed with usable rolling metrics,-1000.0,21,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,incomplete_evidence,v2 not scored because row was not completed with usable rolling metrics,incomplete_evidence,not runnable or excluded; no performance metrics used,not_applicable,False,incomplete_evidence,,,not_applicable,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
22,22,25,15,dual_momentum_SPY_GLD_IEF_v1,Dual Momentum SPY GLD IEF,tier2_credible_prototype,duplicate_skipped,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,False,False,False,False,,0.0,1000.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,22,22,22,not scored because row was not completed with usable rolling metrics,-1000.0,22,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,duplicate_skipped,v2 not scored because row was not completed with usable rolling metrics,duplicate_skipped,not runnable or excluded; no performance metrics used,not_applicable,False,duplicate_skipped,235c97bf8a90cbc0064fa0406435a98d4cbad891d2f425030572d4d77e2118f0,asset_class_tsmom_top1_v1,duplicate_skipped,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
23,23,20,23,combo_SPY200d_crypto_tsmom_90_10_v1,Combo SPY200d Crypto TSMOM 90/10,tier1_exploratory,excluded_by_flag,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,0.0,500.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,23,23,23,not scored because row was not completed with usable rolling metrics,-1000.0,23,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,incomplete_evidence,v2 not scored because row was not completed with usable rolling metrics,reject_for_now,not runnable or excluded; no performance metrics used,not_applicable,False,excluded_by_flag,,,not_applicable,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
24,24,21,24,crypto_time_series_momentum,Crypto Time Series Momentum,tier1_exploratory,excluded_by_flag,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,0.0,500.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,24,24,24,not scored because row was not completed with usable rolling metrics,-1000.0,24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,incomplete_evidence,v2 not scored because row was not completed with usable rolling metrics,reject_for_now,not runnable or excluded; no performance metrics used,not_applicable,False,excluded_by_flag,,,not_applicable,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
25,25,22,25,crypto_buy_hold_equal_weight,Crypto Buy Hold Equal Weight,tier1_exploratory,excluded_by_flag,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,,0.0,500.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,25,25,25,not scored because row was not completed with usable rolling metrics,-1000.0,25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,incomplete_evidence,v2 not scored because row was not completed with usable rolling metrics,reject_for_now,not runnable or excluded; no performance metrics used,not_applicable,False,excluded_by_flag,,,not_applicable,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
26,26,26,26,individual_stock_momentum,Individual Stock Momentum,blocked,blocked_by_gate,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,False,False,False,False,,0.0,1000.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,26,26,26,not scored because row was not completed with usable rolling metrics,-1000.0,26,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,blocked_by_gate,v2 not scored because row was not completed with usable rolling metrics,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,not_applicable,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
27,27,27,27,options_directional,Options Directional,blocked,blocked_by_gate,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,False,False,False,False,,0.0,1000.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,27,27,27,not scored because row was not completed with usable rolling metrics,-1000.0,27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,blocked_by_gate,v2 not scored because row was not completed with usable rolling metrics,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,not_applicable,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
28,28,28,28,options_premium,Options Premium,blocked,blocked_by_gate,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,False,False,False,False,,0.0,1000.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,28,28,28,not scored because row was not completed with usable rolling metrics,-1000.0,28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,blocked_by_gate,v2 not scored because row was not completed with usable rolling metrics,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,not_applicable,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
29,29,29,29,futures_trend_following,Futures Trend Following,blocked,blocked_by_gate,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,False,False,False,False,,0.0,1000.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,29,29,29,not scored because row was not completed with usable rolling metrics,-1000.0,29,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,blocked_by_gate,v2 not scored because row was not completed with usable rolling metrics,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,not_applicable,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
30,30,30,30,forex_momentum_carry,Forex Momentum Carry,blocked,blocked_by_gate,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,False,False,False,False,,0.0,1000.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,30,30,30,not scored because row was not completed with usable rolling metrics,-1000.0,30,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,blocked_by_gate,v2 not scored because row was not completed with usable rolling metrics,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,not_applicable,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
31,31,31,31,intraday_orb,Intraday ORB,blocked,blocked_by_gate,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,False,False,False,False,,0.0,1000.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,31,31,31,not scored because row was not completed with usable rolling metrics,-1000.0,31,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,blocked_by_gate,v2 not scored because row was not completed with usable rolling metrics,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,not_applicable,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
32,32,32,32,volatility_products,Volatility Products,blocked,blocked_by_gate,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,False,False,False,False,,0.0,1000.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,32,32,32,not scored because row was not completed with usable rolling metrics,-1000.0,32,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,blocked_by_gate,v2 not scored because row was not completed with usable rolling metrics,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,not_applicable,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
33,33,33,33,event_news_momentum,Event News Momentum,blocked,blocked_by_gate,,,,,,,,,,,,,,,,,,,,,,all_horizons,"30,60,90,180",,False,False,False,False,,0.0,1000.0,-1000.0,,,,,,,,,,,,,-1000.0,-1000.0,-1000.0,33,33,33,not scored because row was not completed with usable rolling metrics,-1000.0,33,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,blocked_by_gate,v2 not scored because row was not completed with usable rolling metrics,blocked_by_gate,not runnable or excluded; no performance metrics used,not_applicable,False,blocked_by_gate,,,not_applicable,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,
